smiles,inchikey,generation,reward,mtor_prob,qed,has_pains
Oc1nc(-c2ccc(F)nc2)nc(N2C3COCN2C(=C2CC2)C3)n1,NWCQLIHURMQZAF-UHFFFAOYSA-N,16,1.1569571205512725,0.9921876192092896,0.8238475067099152,False
Cc1nc(-c2cccnc2)nc(C2CC2N2CCOC(Cl)C2=N)n1,UOROKQSQIPHHBG-UHFFFAOYSA-N,15,1.1566599525690202,0.9853825569152832,0.856386978268685,False
CC1C(=C2CC2)N2COCC1(F)N2c1nc(O)nc(-c2cccnc2)n1,QEYMMKUKRNCLCN-UHFFFAOYSA-N,19,1.1561344557519873,0.9925454258918762,0.8179451493005551,False
Nc1nc(-c2cccnc2)nc(N2C3COCC2C(C2CCOOC2)C3)n1,YMHZRBZFALRQPG-UHFFFAOYSA-N,12,1.15601995060987,0.9972726702690125,0.7937364017042882,False
Oc1nc(-c2cccnc2)nc(N2C3COC(S)N2C(=C2CC2)C3)n1,MCJVFCCFGHSZAX-UHFFFAOYSA-N,17,1.1556139475932319,0.9982408285140991,0.7868655953956639,False
NC(=O)c1ccncc1-c1nc(O)nc(N2C3COCN2C(=C2CC2)C3)n1,JEABQADIVIAKMX-UHFFFAOYSA-N,17,1.1554204846835499,0.9956232905387878,0.7989859707238104,False
Oc1nc(-c2cccnc2)nc(N2C3COCC2C(=C2CO2)C3)n1,WEJPVIJAKWAJFN-UHFFFAOYSA-N,9,1.155214604694598,0.9924899935722351,0.8136230556118139,False
Cc1nc(-c2cccnc2)nc(N2C3COCC2C(C2CC2)C3)n1,HFTSTMJDWYZHAG-UHFFFAOYSA-N,7,1.155002485853367,0.9823908805847168,0.8630580263432505,False
Nc1nc(-c2cccnc2)nc(N2C3COCC2C(=C2CCOCC2)C3)n1,FIJGJVSPYGZIIJ-UHFFFAOYSA-N,13,1.1548372856283868,0.9947704672813416,0.8003340917352257,False
NC(=O)C1OCC2CC(=C3CC3)N1N2c1nc(O)nc(-c2cccnc2)n1,HUUSODLPBLPGGW-UHFFFAOYSA-N,16,1.154679346538497,0.9972146153450012,0.7873236559674791,False
Nc1nc(-c2cccnc2)nc(N2C3COCC2C(C2CCOCC2)N3)n1,QGXFNWNUYZUUQI-UHFFFAOYSA-N,13,1.1532492600075428,0.9940482378005981,0.7960051110347232,False
CC1CC2COCC1N2c1nc(-c2cccnc2)nc(C2CC2N2CCOCC2N)n1,KFUCOWNUGCQVRO-UHFFFAOYSA-N,7,1.1529516435064946,0.9985682964324951,0.7719167353699973,False
Cc1ccnc(C2CCOCC2)c1-c1nc(O)nc(N2C3COCN2C(=C2CC2)C3)n1,CGEUUNRXQHBBHF-UHFFFAOYSA-N,16,1.1528840369505395,0.9927805066108704,0.8005176516983462,False
Cc1nc(-c2cccnc2)nc(C2CC2N2C(N)COCC2N2CCOCC2)n1,GCOJWVNVBTWCTH-UHFFFAOYSA-N,13,1.1528209233149271,0.9960631728172302,0.7837887524884843,False
Cc1nc(-c2cccnc2)nc(N2C3COCC2C(N2CCOCC2)C3)n1,ISMIYTNMCPJZKD-UHFFFAOYSA-N,7,1.1520999012404356,0.993766188621521,0.7916685630945733,False
Cc1nc(-c2cccnc2)nc(C2CC2N2CCOCC2C2CC2)n1,OGKGAJHGIHYNNR-UHFFFAOYSA-N,15,1.1519056904601364,0.9814609885215759,0.8522235096928017,False
NC1COCCN1C1CC1c1nc(-c2cccnc2)nc(N2C3CCC2CSC3)n1,HGBQVNIWZCLDDU-UHFFFAOYSA-N,12,1.1516552021507291,0.9952985644340515,0.781783188583388,False
O=C(O)C1CC1=C1CC2COCN1N2c1ncnc(-c2ccc(O)nc2)n1,RUNQLKJYTQEJBP-UHFFFAOYSA-N,19,1.151313956707229,0.9907864928245544,0.8026373194133722,False
NC(=O)C1CC1=C1SC2COCN1N2c1nc(O)nc(-c2cccnc2)n1,HBTJGKVKTNTFDV-UHFFFAOYSA-N,17,1.151059547707702,0.9976442456245422,0.7670765104157979,False
CC1CC2CSCC1N2c1nc(-c2cccnc2)nc(C2CC2N2CCOCC2N)n1,KBOOYEZVZQWJFC-UHFFFAOYSA-N,10,1.150965017725909,0.9980986714363098,0.7643317314479954,False
Cc1nc(-c2cccnc2)nc(C2CC2N2C(=N)COCC2(C)C2CCOCC2)n1,UVWIYGOOJWUKHF-UHFFFAOYSA-N,14,1.1506622180908033,0.9845954179763794,0.8303340005721195,False
NC1CC1C1CC2COCC1N2c1nc(-c2cccnc2)nc(N2C3CCC2COC3)n1,MFBNDMRBWJWCQD-UHFFFAOYSA-N,6,1.150528791834326,0.9985833168029785,0.7597273751567384,False
NC12COCC(CC1=C1CC1)N2c1nc(O)nc(-c2cccnc2)n1,KZNANALLKCCEKG-UHFFFAOYSA-N,11,1.1502966874939824,0.9942492246627808,0.7802373141560085,False
NC(=O)c1ccncc1-c1nc(O)nc(N2C3COCN2C(=C2CC2F)C3)n1,UJDCVJQBAHRDLE-UHFFFAOYSA-N,19,1.1499490845892857,0.9947486519813538,0.7760021630396592,False
NC12CCC(COC1)N2c1nc(-c2cccnc2)nc(C2CC2N2CCOCC2)n1,GJPLVBJFDUGEKR-UHFFFAOYSA-N,8,1.1496170425051642,0.99274080991745,0.7843811629385713,False
Cc1nc(-c2ccc(N3CCOCC3)nc2)nc(N2C3COCC2C(C2CC2)C3)n1,ANUOMBVKIFMZNF-UHFFFAOYSA-N,10,1.1493187561357665,0.997079610824585,0.7611957265559081,False
Cc1cncc(-c2nc(C3CC3N3CCOCC3)nc(N3C4CCC3(N)COC4)n2)c1,RWGABZGVSAUOEO-UHFFFAOYSA-N,9,1.148867708445212,0.994114339351654,0.7737668454677893,False
c1cncc(-c2nc(N3CCOCC3)nc(N3C4CCC3COC4)n2)c1,GDPDOGKSFBAPJA-UHFFFAOYSA-N,8,1.1483126156237913,0.9858890771865845,0.8121176921860339,False
CC1CC2COCC1N2c1nc(-c2cccnc2)nc(C2CC2N2CCOCC2)n1,MVDPGSYUCDZRFA-UHFFFAOYSA-N,6,1.1481141611361247,0.9966676831245422,0.7572323900579124,False
Oc1ncccc1-c1nc(N2C3CCC2COC3)nc(N2C3COCC2C(C2CC2)C3)n1,UXJAIDHPKSXSLE-UHFFFAOYSA-N,7,1.1472675160681385,0.992900013923645,0.7718375107224669,False
Oc1nc(-c2cccnc2)nc(N2C3COCC2(O)C(=C2CC2)C3)n1,FWZSJFBCXDMEKV-UHFFFAOYSA-N,10,1.1471566053813835,0.990789532661438,0.7818353635997276,False
Nc1nc(-c2cccnc2)nc(N2C3COCC2C(C2(C4CCOCC4)CCOCC2)C3)n1,NYKIQFUKYOHUMU-UHFFFAOYSA-N,11,1.1470273730311544,0.9975444674491882,0.7474145279098308,False
NC(=O)C1OCN2C(=C3CC3)CC1N2c1nc(O)nc(-c2cnccc2Cl)n1,DTKAFXYHGTUXOR-UHFFFAOYSA-N,19,1.146296960179916,0.9919243454933167,0.7718630734329965,False
COc1nc(-c2cccnc2)nc(N2N3COCC2(C2CC2)CC3=C2CC2)n1,MBLUDXKCDSWTKE-UHFFFAOYSA-N,17,1.1461988729073156,0.9855138063430786,0.8034253328211847,False
CC1OCCN(C2CC2c2nc(-c3cccnc3)nc(N3C4COCN3C(=C3CC3)C4)n2)C1=N,LJEMZFSRDUABDL-UHFFFAOYSA-N,16,1.1461411272624706,0.9989344477653503,0.7360333974856011,False
c1cncc(-c2nc(NC3CC3)nc(N3C4COCC3C(C3CCOCC3)C4)n2)c1,YFJVWGQAHHRNBN-UHFFFAOYSA-N,12,1.1456096925406318,0.984029233455658,0.8079022954248689,False
Cc1nc(-c2cccnc2)nc(N2N3COCC2(C)CC3=C2CC2)n1,DQBFTALQCIGYHY-UHFFFAOYSA-N,16,1.145437052407631,0.9785836338996887,0.8342670925397114,False
O=C(F)c1ccncc1-c1nc(O)nc(N2C3COCN2C(=C2CC2)C3)n1,BPFSVAMKZRMLBL-UHFFFAOYSA-N,19,1.1454046331642245,0.9841489195823669,0.8062785679092875,False
c1cncc(-c2nc(C3CC3N3CCOCC3)nc(N3C4CCC3COC4)n2)c1,SEWYMDRWYUMNLL-UHFFFAOYSA-N,7,1.1451538087208468,0.9907363057136536,0.7720875150359662,False
Oc1nc(-c2cccnc2C2CCOCC2)nc(N2C3COCN2C(=C2CC2)C3)n1,OWWMJONQIGTLDY-UHFFFAOYSA-N,15,1.1449595271869564,0.9808160662651062,0.8207173046092509,False
Cc1nc(-c2cncc(C(=O)ON)c2)nc(C2CC2N2CCOCC2=N)n1,CHQQPYKSHCFXAP-UHFFFAOYSA-N,14,1.1446967353407342,0.997843861579895,0.7342643688041955,False
NC(=O)C1CC(C2CC3COCC2N3c2nc(N)nc(-c3cccnc3)n2)CCO1,BTSRHQMENGYOST-UHFFFAOYSA-N,11,1.1443062931928465,0.9982877373695374,0.7300927791165458,False
Cc1cncc(-c2nc(C3CC3N3CCOCC3)nc(N3C4CCC3COC4)n2)c1,JFADYFOJNUHRMM-UHFFFAOYSA-N,9,1.1440600737960507,0.9924443364143372,0.7580786869085681,False
CC1CC2CSCC1N2c1nc(-c2cccnc2)nc(C2CC2N2CCOCC2)n1,OSRYZJHAZZUBKO-UHFFFAOYSA-N,9,1.1435699940542043,0.9952604174613953,0.7415478829640452,False
OC1OCC2CC(=C3CC3)N1N2c1ncnc(-c2cccnc2)n1,LYKAIXUFZOAJEA-UHFFFAOYSA-N,18,1.1434432459050758,0.9678404331207275,0.8780140639217409,False
Nc1nc(-c2cccnc2)nc(N2C3COCC2(F)CC3C2CCOCC2)n1,LREOJGDHMNIWMV-UHFFFAOYSA-N,8,1.1434249594596133,0.9838352203369141,0.7979486956134966,False
c1cncc(-c2nc(N3C4CCC3COC4)nc(N3C4COCC3C(C3CC3)C4)n2)c1,BUDQWEWJUOXEAU-UHFFFAOYSA-N,1,1.1432805364978325,0.9941001534461975,0.7459019152581746,False
NC1CC1C1CC2COCC1N2c1nc(-c2cccnc2)nc(N2C3COCC2C(F)C3)n1,BPTFUXJSFVPROS-UHFFFAOYSA-N,4,1.1432350153041595,0.9969916343688965,0.7312169046763151,False
Nc1nc(-c2cccnc2)nc(N2C3COCC2C(N2C4COCC2C(=C2CC2)C4=C2CC2)C3)n1,LTDXXTMVGDTHHX-UHFFFAOYSA-N,13,1.1428413766471321,0.9986347556114197,0.7210331051785623,False
OC12CCC(COC1)N2c1nc(-c2cccnc2)nc(N2C3CONC2C(C2CC2)C3)n1,UFYZUIHTVIZZQT-UHFFFAOYSA-N,6,1.1419823166818817,0.9977160692214966,0.7213312373019259,False
COC(=O)c1nc(-c2cccnc2)nc(N2C3COCC2C(C2CC2)C3)n1,ITDLLOLZUVSJEL-UHFFFAOYSA-N,5,1.1414268935906262,0.9904676079750061,0.7547964280781005,False
Cc1nc(-c2ccc(O)nc2)nc(C2CC2N2C(N)COCC2N2CCOCC2)n1,ZTDIVYLUWKMQMD-UHFFFAOYSA-N,12,1.141349575200491,0.9989219903945923,0.712137924029493,False
OCC1CC2COCC1N2c1nc(-c2cccnc2)nc(C2CC2N2CCOCC2)n1,XTCLEGHZAFXQAX-UHFFFAOYSA-N,5,1.1411443774965115,0.9923186302185059,0.7441287363900289,False
OCC1CC2CSCC1N2c1nc(-c2cccnc2)nc(C2CC2N2CCOCC2)n1,SUFGKMVOEOAJOJ-UHFFFAOYSA-N,7,1.1409770679080475,0.9926538467407227,0.741616105836625,False
CC1CC2C(C(=O)O)OCC1N2c1nc(-c2cccnc2)nc(C2CC2N2CCOCC2)n1,UKMVJDRILWXDEG-UHFFFAOYSA-N,7,1.1407763763913754,0.9988890290260315,0.7094367368267197,False
OC=C1CC2CSCC1N2c1nc(-c2cccnc2)nc(C2CC2N2CCOCC2)n1,WJQIXTQSILFDBO-UHFFFAOYSA-N,8,1.140691052773897,0.9962322115898132,0.7222942059204182,False
c1cncc(-c2nc(C3CC3N3CCOCC3)nc(N3C4CCC3CSC4)n2)c1,CJOLUOLDHCVRBF-UHFFFAOYSA-N,11,1.1403681523481113,0.988351047039032,0.7600855265453967,False
O=C(O)C1CC2COCC1N2c1nc(-c2cccnc2)nc(C2CC2N2CCOCC2)n1,AWUYOAZHAQUIIH-UHFFFAOYSA-N,3,1.1401580399653524,0.9963783621788025,0.7188983889327495,False
c1cncc(-c2nc(N3C4COCC3C(C3CC3)C4)nc(N3C4CC[SH]3COC4)n2)c1,IOTHUCAABXZYDX-UHFFFAOYSA-N,4,1.1394422855692554,0.9940807223320007,0.7268078161862734,False
NC1CC1C1CC2COCC1N2c1nc(-c2cccnc2)nc(N2C3CCC2OOC3)n1,MYBJYEFXNUYEKA-UHFFFAOYSA-N,7,1.1390622117282567,0.9993150234222412,0.6987359415300777,False
Nc1nc(-c2cnccc2C2CC2)nc(N2C3COCC2C(C2CCOCC2)C3)n1,MDTGGSKYCBLYFN-UHFFFAOYSA-N,8,1.1387094372360764,0.9740323424339294,0.8233854740107348,False
C=C1CC2COCC1N2c1nc(-c2cccnc2)nc(C2CC2N2CCOCC2N)n1,CEKMPMFNOSNZAC-UHFFFAOYSA-N,9,1.1386077101805239,0.9940862655639648,0.7226072230827955,False
NCC1CC2COCC1N2c1nc(-c2cccnc2)nc(C2CC2N2CCOCC2)n1,UFXTYOMIZMLQET-UHFFFAOYSA-N,6,1.138408318704459,0.9897464513778687,0.7433093366329518,False
O=C(NC1CCOCC1)Oc1nc(-c2cccnc2)nc(N2C3COCN2C(C2CC2)C3)n1,IGUFEGATOIXHFW-UHFFFAOYSA-N,15,1.138388199016404,0.9947831034660339,0.7180254777518504,False
Cc1cncc(-c2nc(C3CC3N3CCOCS3)nc(N3C4CCC3(N)COC4)n2)c1,RKMPMPBKSISIIS-UHFFFAOYSA-N,11,1.1382406055505172,0.9972063899040222,0.7051710782324749,False
OCC12COCC(CC1C1CC1)N2c1nc(-c2cccnc2)nc(N2C3CCC2COC3)n1,WJCFFEJYWBIMSZ-UHFFFAOYSA-N,4,1.1368353653769205,0.9909394979476929,0.7294793371461381,False
NC(=O)C12COCC(CC1C1CC1)N2c1nc(-c2cccnc2)nc(N2C3CCC2COC3)n1,MIZQDVHXZJPXLE-UHFFFAOYSA-N,2,1.136472674991921,0.9971951246261597,0.6963877518288059,False
NC(=O)C1CC2COCC1N2c1nc(-c2cccnc2)nc(C2CC2N2CCOCC2)n1,FTNKPNNKGWRQEE-UHFFFAOYSA-N,8,1.1360548836505637,0.9961835741996765,0.6993565472544356,False
Cc1nc(-c2cccnc2)nc(C2CC2N2CCOCC2)n1,KRWGWMJOBYXLDM-UHFFFAOYSA-N,14,1.1359308245094175,0.9651795625686646,0.8537563097037647,False
Cc1nc(-c2cccnc2)nc(N2C3COCC2C(=C2CC2)C3)n1,FZAOQSRUJMGFJA-UHFFFAOYSA-N,12,1.135708840695668,0.9775028824806213,0.7910297910752325,False
c1cncc(-c2ncnc(N3C4CONC3C(C3CCOCC3)C4)n2)c1,NDYLMBMAMCUJPE-UHFFFAOYSA-N,13,1.1350824546497518,0.957944929599762,0.8856876252499493,False
N=C1COCCN1C1CC1c1nc(CN2CCOCC2C2CC2)nc(-c2cccnc2)n1,LURBBKUXDUEYGV-UHFFFAOYSA-N,16,1.1350071288262642,0.9886061549186707,0.7320048695379681,False
c1cncc(-c2nc(N3C4CCC3OOC4)nc(N3C4COCC3C(C3CC3)C4)n2)c1,STZIYAUGUMAOPD-UHFFFAOYSA-N,8,1.1348301534071272,0.9971576929092407,0.6883623024894323,False
O=C(O)C12CCC(COC1)N2c1nc(-c2cccnc2)nc(N2C3COCC2C(C2CC2)C3)n1,DQHJHHJIKJAZGR-UHFFFAOYSA-N,4,1.1347405054559545,0.9943419694900513,0.7019926798295162,False
NCC12COCC(CC1C1CC1)N2c1nc(-c2cccnc2)nc(N2C3CCC2COC3)n1,AAHVMQUASKDQTJ-UHFFFAOYSA-N,4,1.13451960735996,0.9886214137077332,0.7294909682611344,False
CC12CCC(COC1)N2c1nc(-c2cccnc2)nc(C2CC2N2CCOCC2)n1,AWWYJPFBIVCXCH-UHFFFAOYSA-N,9,1.1344835910579687,0.9826647639274597,0.7590941356525442,False
Cc1ccncc1-c1nc(-c2cccnc2)nc(C2CC2N2CCOCC2=N)n1,DGGAASLUQHWTGX-UHFFFAOYSA-N,14,1.1341997303038005,0.9874558448791504,0.7337194271232508,False
Cc1cncc(-c2nc(C3CC3N3CCOCC3)nc(N3C4CCC3(N)C(Cl)OC4)n2)c1,ROYGDKYVTREWHV-UHFFFAOYSA-N,12,1.1341196521142356,0.9969107508659363,0.6860445062414966,False
Nc1nc(-c2cccnc2)nc(N2C3COCC2C(c2cccnc2)C3)n1,BPVLXZISMUIJGP-UHFFFAOYSA-N,13,1.134008625576572,0.9837304353713989,0.7513909510258647,False
Cc1cncc(-c2nc(C3CC3N3CCOCS3)nc(N3C4CCC3COC4)n2)c1,LBTMCXROTJYBEP-UHFFFAOYSA-N,12,1.133391426149232,0.9963829517364502,0.685042372063909,False
NC(=O)c1ccncc1-c1nc(O)nc(N2C3COCC2C(=C2CO2)C3)n1,KNEDDZBIZDQBDH-UHFFFAOYSA-N,10,1.133320647527599,0.9900717735290527,0.7162443699927308,False
c1cncc(-c2nc(N3C4CCC3COC4)nc(N3C4COCC3C(=C3CC3)C4)n2)c1,JWFWHRWXQJHHFR-UHFFFAOYSA-N,6,1.133278567310056,0.9925745725631714,0.7035199737344233,False
CC1CC2COC[SH]1N2c1nc(-c2cccnc2)nc(C2CC2N2CCOCC2N)n1,ZXRJYAITYRXICY-UHFFFAOYSA-N,8,1.1330292687630057,0.9977238774299622,0.6765269566652174,False
CC1CC2C(C(=O)O)OCC1N2c1nc(-c2cccnc2)nc(C2CC2N2CCNCC2)n1,UINOGNRYXZXROG-UHFFFAOYSA-N,8,1.132890445145894,0.9979348182678223,0.6747781343903586,False
OC12COCN(C(=C3CC3)C1)N2c1ncnc(-c2cccnc2)n1,CQZIAWBLQJQPJG-UHFFFAOYSA-N,17,1.1328761920628831,0.957263171672821,0.8780651019503103,False
